date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:46:44	449990/449990	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/ultah%20extra.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/ultah%20extra.jpg	(from https://www.nisasaribakery.com/)
15:46:44	766757/766757	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/cake.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/cake.jpg	(from https://www.nisasaribakery.com/)
15:46:44	138063/138063	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/kue%20hitam.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/kue%20hitam.jpg	(from https://www.nisasaribakery.com/)
15:46:45	183511/183511	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/banana.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/banana.jpg	(from https://www.nisasaribakery.com/)
15:46:45	85173/85173	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/kue%20kering%20bulat.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/kue%20kering%20bulat.jpg	(from https://www.nisasaribakery.com/)
15:46:45	585119/585119	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/oreo.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/oreo.jpg	(from https://www.nisasaribakery.com/)
15:46:46	213665/213665	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/chocomilk.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/chocomilk.jpg	(from https://www.nisasaribakery.com/)
15:46:46	674720/674720	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/milkzebra.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/milkzebra.jpg	(from https://www.nisasaribakery.com/)
15:46:46	116647/116647	---M--	200	added ('OK')	image/jpeg	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/hero.jpg	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/hero.jpg	(from https://www.nisasaribakery.com/)
15:46:46	162146/162146	---M--	200	added ('OK')	image/png	date:Mon,%2027%20Mar%202023%2003:57:10%20GMT	https://www.nisasaribakery.com/images/owner.png	C:/xampp/htdocs/toko%20roti/www.nisasaribakery.com/images/owner.png	(from https://www.nisasaribakery.com/)
